,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,brand
423,gp:AOqpTOG4-VZCwCkNxKV0aOp93duQyi67V2p-U4RIC8MIiUZkvN0Qabw55AAf-4XMjKd39l93C-LcLIlX4D3rSg,Wisdom Simutonga,https://play-lh.googleusercontent.com/a/AATXAJxTqavJ-XYXTyD55we4DEhL8TvZ--McPnbHZ-98=mo,Very easy and quick 💕💕👌,5,0,,2021-09-03 21:06:53,,,com.abegapp
424,gp:AOqpTOHYLy3rp6kxgt8m9LvknirlMbrT9dYzJeF3ijmgFnUOyXVYVbS4SCRmKa5cOz2FISbuI7o2X1hechYC1A,bamidele teebam,https://play-lh.googleusercontent.com/a-/AOh14Ggf_w2A9PhHDKijF0EVeRQr8ZAgOYjPaP-QqDSA,Good and easy to operate,5,0,3.0.7,2021-09-03 20:57:32,,,com.abegapp
425,gp:AOqpTOGyD3Gdjiyh342Mef3i9gDAmSV6oBphbXBABBmWKKGqG-VIYmcTIRW_1zozIV8wcdKWJ7Uutn6ePxiVlg,Mamieo entertainment,https://play-lh.googleusercontent.com/a/AATXAJy9TScnyRg8YT3Pojp5Ns5AiZjfRf65jSMk7xN-=mo,"abeg be like say you wan make I curse you. I won giveaway yesterday, but you guys didn't give me chance to cash out so now that I login now I see that they av take all that giveaway money.please help me do something to it username: mamieo",1,1,3.0.7,2021-09-03 20:47:44,We are aware of the issue and working to resolve it. Sorry for the inconvenience.,2021-09-03 07:37:17,com.abegapp
426,gp:AOqpTOHQu5otUZBTY4Xn6Q6nQeexc-Bvdsf1U-L4X_4RCZXsbygWfn3wS4AAOn-GEy1NS2vJVh2oeYN0hj-1lg,Danny Blaq TV,https://play-lh.googleusercontent.com/a/AATXAJw-vzW3bJL6vMxR3U-RYuE5cxKR570LXH9gx04f=mo,Your app isn't working for me,1,0,3.0.6,2021-09-03 20:24:47,"Hi, apologies for the inconvenience. You may need to install a VPN or use WIFI if you are using a GLO internet connection for the Abeg app.",2021-08-26 00:36:52,com.abegapp
427,gp:AOqpTOFfJuWRPowWRgc3G157WgMjyhLgn93Nx2oRb7tmJVSg08IH4_zCQ0Py0PusKyVk-RaGXBsj24nsrxpJBA,Yahaya Mohammed Yahaya,https://play-lh.googleusercontent.com/a-/AOh14Gj91lqncPlFGXpe5LyP6pVWVqsuCLmAMLObzcwN,Since at the beginning of this app I have been a beneficiary that mostly enjoy this. But unfortunately withdrawal is restricted I'm not happy with that please. I abeg should settle this issue as soon as possible. So that people will not start begging,2,1,3.0.7,2021-09-03 20:00:30,"Hello, we apologize for the inconvenience. We're aware of this and working to resolve this very soon. Please contact us at hello@abeg.app.",2021-09-04 00:32:35,com.abegapp
428,gp:AOqpTOF2ePQs8As03Ce-aSWIDCtvHlYa55ldA0cMqG7y2cUCuUsJ0kHDiNz35MgJhjdBgO6rcl1hBKUh4yEczQ,King Boss,https://play-lh.googleusercontent.com/a/AATXAJzvLh8m7zi08R9BZuGovr0DWztdbkPDXnhuLvgl=mo,Why is withdrawal not working.. I have been trying to withdraw my money but it keeps telling me that it's disabled... if you guy's don't work on this I will post you guys everywhere has scam ...,1,0,3.0.7,2021-09-03 19:45:41,"Hello, we apologize for the inconvenience. We're working to resolve this very soon. Please contact us at hello@abeg.app.",2021-09-04 00:32:57,com.abegapp
429,gp:AOqpTOEjHSLt5rf9MrhoBmPiyb_O-zcYhesbgExE6ruWwm7abnibHkrj5uCSTBq0Pup6friQ6aL3bJEGrgDqgA,chinecherem esther,https://play-lh.googleusercontent.com/a/AATXAJzmOqLL2D9lKex9mh4RuOdItIeWl_JI5KTVzHnd=mo,"Have been trying to upgrade is not working. I complained, they said i should have internet connection and still is still showing pending. I deleted the app trying to installed it still not working",2,0,,2021-09-03 18:07:17,"Hi, apologies for the inconvenience. You may need to install a VPN or use WIFI for the Abeg app.",2021-09-04 00:34:31,com.abegapp
430,gp:AOqpTOEnLFRvOJr-b0nK3YDF1mzZuPixiHMIyUd4EB15INcI3LVRB8OhFqWPBdIBPm-wLXYZgXL39YQ7SSrRqw,quadri ola,https://play-lh.googleusercontent.com/a-/AOh14GiN5Zqh5T5QGB6L2O4em_Llzmhep8GJ2kwdFe1x,"This is rubbish, how could u disable withdrawal without notifying people, I transferred some amount to my wallet, hopping it is safe, now unable to withdraw",1,1,3.0.7,2021-09-03 17:37:53,"Hello, we apologize for the inconvenience. We're working to resolve this very soon. You can rest assured that your funds are safe. Please bear with us 💜",2021-09-03 22:30:48,com.abegapp
431,gp:AOqpTOEalxPDY-wqWdD7W5AXxx7OSpi3qqctCcGqZ1dzEwn9kEAsEQDwVgZJwu1tL2Um3oSODePH5F7Ttqmo_g,Emmanuel Akpanoko,https://play-lh.googleusercontent.com/a/AATXAJwWoM4592LgH12Zw7me17kbDIBgNw8NBYR2C46b=mo,Abeg my account has been restricted with my money inside since two weeks but no solution seems to be coming from the twitter support kindly unrestrict my account I need my money I use God when they heaven beg ona,1,1,3.0.7,2021-09-03 17:18:43,We regret to note this. Please contact us at hello@abeg.app with your registered phone number on the Abeg app. We'll address your concern as soon as possible.,2021-09-03 22:32:05,com.abegapp
432,gp:AOqpTOErAuN2U5AmRWNfwY1rc4FuVirYIDjoYJKPMTOIeYkzPR06pL0lcRKd8797DmCsAQOKJXS03LpkP0ojbw,Tafida Muhammad,https://play-lh.googleusercontent.com/a-/AOh14GjfLxyC2BAytbQbP3s9Mx0EAMT423c42b9WVT5VNg,Before I give you 4 star but now i will give you one because the app is mis behaviour because I can withdrawal my cash now,1,0,3.0.7,2021-09-03 17:12:51,"Hello, we apologize for the inconvenience. We're working to resolve this very soon.",2021-09-03 22:32:41,com.abegapp
433,gp:AOqpTOEyGRf_fmMzBZKAPmBHiJmDD1eSojg-ffVgSEQliLXInsTCtudLsUvUkyOSXyHXkw-PtNSSA8-Ez49yWg,God's Wealth,https://play-lh.googleusercontent.com/a/AATXAJwduVCQ0UfyF_9WFKbuHIcWyWx6LlSRX4TwaV32=mo,Can you let me load my bank account as requested please or allow me to withdraw my money. How come I could transfer to the app from the bank and the same account I transferred for is now not valid?,1,0,3.0.7,2021-09-03 17:06:33,Apologies for the inconvenience. We're working to resolve this very soon 💜,2021-09-03 22:35:59,com.abegapp
434,gp:AOqpTOGgfJO6ebB613Pyh5DgGuJrY5Csfu4CDOilPh32OQnb0t5tVwaBcG2pDzOxYEBnVGmfOvz6yuclYTstJg,Sir Davkid,https://play-lh.googleusercontent.com/a-/AOh14GgUd0luHED4PKlg_8Z4vZsaNYcXwOstOmyPsbAENQ,I can't withdraw my funds and it's so frustrating. I transferred money since two days ago and it hasn't been received.,1,1,3.0.7,2021-09-03 16:59:59,Our sincere apologies for the inconvenience. We're working to resolve this. Kindly reach out to us via hello@abeg.app for further assistance.,2021-09-03 22:40:34,com.abegapp
435,gp:AOqpTOEsgXgsrU6m-i86Efg-PqzHLell1LOOlsKiQVaXblTjta468pKYzGpLZN-p_kycoN4oMrjfycaWAfdwGQ,Adeyemi Dosumu,https://play-lh.googleusercontent.com/a-/AOh14GhqIoAemj3rTuEYHr4YecRbCl-hUlxGm4R_vkIKkg,"Most of the times when I try getting airtime, it takes 5-7 days to deliver, if your airtime recharge service is not going to be up to standard, kindly delist it from your service, it's annoying everytime when I have to wait for days or even week to get the recharge card I pay for. Also, your minimum withdrawal is not too okay considering the economy, except you don't want some set of people as your targeted audience.",1,98,3.0.7,2021-09-03 16:38:53,"Thank you for your valuable feedback. For further assistance, please reach out to us via hello@abeg.app and we'll be happy to help.",2021-09-03 22:36:51,com.abegapp
436,gp:AOqpTOEvLS2X4A9p6lH_-Ofyvrt3gkeCR7k75trOGUYhh60l1VY3t-R1nb8cL54DB4qm-j4g-8Cbdf3913DelA,Samuel Maurice,https://play-lh.googleusercontent.com/a/AATXAJyPqW2dGxwicNkBDTtpTNYw58wUU-XwRSvT2WxJ=mo,Am having problem downloading the app,2,0,3.0.7,2021-09-03 15:58:09,"Hi, please ensure you have a stable internet connection or WIFI and make another attempt 💜",2021-09-03 22:41:31,com.abegapp
437,gp:AOqpTOFyUB_2aTurgul7VKzJuaJY4RQTUViL9kzRsw8kabPaKiqeDEjMPUYg5gcIiu11KY-8tnnnqNPC4CVBVw,Usman Tijani,https://play-lh.googleusercontent.com/a/AATXAJzdr1Xk_qGdTHiCTdhGn8gasRy_GuU5_VCL2eJT=mo,"What is happening now I don't know. I have 4000 naira before and I tried to withdraw yesterday but service was temporary down and today I just discovered that it is now #3500. Please try and fix whatever that is happening. It was ok before now. Please work on it and get it back on track. When that is done, I will come back and review the three star",3,2,3.0.7,2021-09-03 15:52:21,"Hello, we apologize for the inconvenience. We're working to resolve this very soon. Please contact us at hello@abeg.app.",2021-09-04 00:32:01,com.abegapp
438,gp:AOqpTOEXD0PXm09N77o3idCu17R55UhmO8IbbwhCeY4wqEOKolrsqlHQ5dXvH8KWCYNpxoK6Xth1Sbic8Z9FUg,Amina Salisu,https://play-lh.googleusercontent.com/a/AATXAJyE2soN_OE5K3cz3cDlIkcWy320Zzg25I1K0nqh=mo,But I want to withdraw my money still theirs problem,5,0,3.0.7,2021-09-03 15:37:34,"Hi,
Thank you for contacting Abeg.

We’re currently upgrading our system in order to serve you better
Kindly bear with us",2021-09-03 22:28:43,com.abegapp
439,gp:AOqpTOFF_MfxCLKrhdnra201-xme4O0m_1Z42O9atTOQO4NhJA0ZLU0j28LmlsGgjR-bYg5S-ZTz9Dld0WhkjQ,habibu salisu,https://play-lh.googleusercontent.com/a/AATXAJy1_5Bh-B3gHXrPb2Xs7Z_VRXQKOBXN2uoord4M=mo,"I'm disappointed!! Can be able to withdraw cash always says it's temporarily unavaible, and i compete in giveaways and be among the winners but before i used the cash it was taken back.",1,2,3.0.7,2021-09-03 15:20:43,"Hello, this is a technical issue that we are currently fixing. Apologies for the inconvenience.",2021-09-03 22:28:05,com.abegapp
440,gp:AOqpTOFGm0wj-f5qNlqsDjyCnMaw-KBFO1Px45K2IMnWLgR3wBcbawIdCPAtSMRW0Dy3pEKV5PeSwEaIgxmv5Q,Johnkennedy okehie,https://play-lh.googleusercontent.com/a-/AOh14GiIYHHZ2uiEXVgoa9YBQ0RXG3r7tXd1CWCEC0lGKA,Cool for now ooo How can I fund my abeg account without putting my bank or bvn?,5,0,3.0.7,2021-09-03 14:38:42,"Hi, you would need to verify your BVN and add your bank details to fund your wallet.",2021-09-03 22:27:00,com.abegapp
441,gp:AOqpTOG-6WB8mbUGaemNIgUaOeM-70V_vBRCi8N0aq3Jyr_H9qriQqIl6qobHuscU0fyeof-thSDwwzv2h9U_w,TSUGHVE LAWRENCE AONDOUNGWA,https://play-lh.googleusercontent.com/a-/AOh14GjDiIfUwivGdP1jn8pJDy7DhU-zKQofnWhwQtOD,Not yet used,5,0,,2021-09-03 14:12:49,"Thank you so much for your encouraging star ratings. For further assistance, reach out to us via hello@abeg.app. We'll be happy to help.",2021-09-03 22:25:27,com.abegapp
442,gp:AOqpTOHx4O5YhRaV_QQQeY8EKjlKLg5CesRC-fMxsvprdav1RRbeFzFscqtBIzINgFPRfJMnU7EUeAXTDZpXZg,Uche Ben Durugbor,https://play-lh.googleusercontent.com/a-/AOh14Gg5xzGzCD1AAEat8kJlzFEL0o83ccmTpT4EPuhR,"Now i can use the ABEG app without issues, thank you Team ABEG officials We move to greater heights I will give 5 stars 🎊🎊",5,0,3.0.7,2021-09-03 13:40:42,"Hi, we'd love to help you. Please write to hello@abeg.app and our team will help resolve your issue quickly. Apologies for the experience.",2021-08-28 09:54:23,com.abegapp
443,gp:AOqpTOG3WEB6R3EblmpFJNFpL1y66pG-xRgt2YGkaz5ECVnvMCdwTTMjIgD-Lm5e7wqL-J56TCG-g8VstEtB4w,Sampson Abamson,https://play-lh.googleusercontent.com/a-/AOh14GiXiTm-nRCf5hHoxAmMVmsYIPTYwa5jduKx7hARgA,Please why can't I make withdrawals from my account?,1,0,3.0.7,2021-09-03 13:18:35,"Hello, we apologize for the inconvenience. We're working to resolve this very soon.",2021-09-03 22:24:02,com.abegapp
444,gp:AOqpTOHeH3PiJgnuTYDHj_lwCZP3vEXfzGA7wKSuMdYPU05uXfD7gzk1-0t_7q0T7-j6t1TlLdS5Uo7p1T_S8Q,Muhammad Hassan walama,https://play-lh.googleusercontent.com/a-/AOh14GguXvHGAZeMEVq1hBId5WM9nzo01pA9NRQsDamW,"We get new problem since yesterday, I can't withdraw I get new notification like ""Sorry Withdrawals are temporary disabled"" please why solve this problem",2,0,3.0.7,2021-09-03 13:07:45,"Hi, kindly bear with us. We are aware of this and currently working on fixing these issues. Thank you for your patience.",2021-09-03 13:10:42,com.abegapp
445,gp:AOqpTOFsDti2CDRfxUTkXe8gvZcAG0Y--OoX49ZiMzqP8Fm6u3M0sTDjQnDFyhUAwWlhpE3rmK_KdTJ40YrN1Q,Garba BASHDEDON,https://play-lh.googleusercontent.com/a-/AOh14Gid1gQfXC9EZClL9ZhNTTVu6jrNv568FZIrb2I_TA,"The App was going quite well, just coz of update App stops working. You cant withdraw nor buy airtime. Started yesterday though. I hope it gets fixed coz the simplicity of the interface is unprescedented. 👌🏻🤗",2,2,3.0.7,2021-09-03 12:49:00,"Hi, thanks for your feedback. We’re working on making this better. Apologies for the inconvenience.",2021-09-03 13:09:50,com.abegapp
446,gp:AOqpTOEDgDDBm297wKyRVOQu-RKytpdUobhp9GpPGuzBK-1VAr2iyNaNqfK3KjLZlE9hik441nvjvfC0aCKtyA,Marvellous Chukwuka,https://play-lh.googleusercontent.com/a/AATXAJwwNBS0Ws4YcV1I8hXz3bmEYWYqQy5kvDpDfg1G=mo,Worst app ever the will run away with your money,1,0,3.0.7,2021-09-03 12:31:24,"Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at hello@abeg.app. We’ll be on the lookout for your message.",2021-09-03 13:11:28,com.abegapp
447,gp:AOqpTOFR97vLoR20Fu52ajhcXvn2qh7pABZzEKwUgU8Nvz4PW0f9k490JLygsNRAePDFTRT9afTyRLdGsVXORA,Kelvin Osix,https://play-lh.googleusercontent.com/a-/AOh14Gj0V11AeabmzUfqoN-rRxNUmIFud5uCwIoM8u5jHw,"abeg, make una help me beg Abeg make the let me withdraw my money",1,0,3.0.7,2021-09-03 12:17:24,We are aware of the issue and working to resolve it. Sorry for the inconvenience.,2021-09-03 11:50:26,com.abegapp
448,gp:AOqpTOE3bZzFBVx7r-diCBmvqNtqk99iXTTop0fSR9FAkMgvOvxkmPCyAeoRBOp7s5fKJWVQz4ahe4sIdKuXpA,Mozzilla Tv,https://play-lh.googleusercontent.com/a/AATXAJwr0q7Lytpw6BMXKeKAexBg37cLYNbIND1mbSQ0=mo,Try,5,0,3.0.7,2021-09-03 11:51:55,,,com.abegapp
449,gp:AOqpTOEqF_pqDeMISpLfSP9z-bSTN8fNpwJ_z3g-anANcw5fKSRkRiRsCwfYv33nM_DQuUpwUCppLNXw9KHc3Q,Kabir Umar,https://play-lh.googleusercontent.com/a-/AOh14GhllOc7LFBZzigpyvVckUbUYfGm1Gu1gPdowZCI,"Hello abeg I'm enjoying using your app for quick transactions and giveaways but for now it keeps saying withdrawal are disabled what's the matter please fix it, @abeg best💥",5,0,,2021-09-03 09:52:24,Thank you for your feedback. We are aware of the issue and working to resolve it. Sorry for the inconvenience.,2021-09-03 11:50:51,com.abegapp
450,gp:AOqpTOFwcx7OjngXsSOGw1Dor2290CUMuGyQq_0rNoNno-DywtxTr9Vr5PypGMyAgcZ37F0VFaUkHQN-TZFFmg,Pendra Choudhary,https://play-lh.googleusercontent.com/a/AATXAJzz5zV89oBQAO6D7Z_WCpad9RQlC6B94-gIVQ42=mo,"Restriction on withdrawals: I dont understand why withdrawals are restricted, cant run emergencies with the app",1,0,,2021-09-03 09:40:00,We are aware of the issue and working to resolve it. Sorry for the inconvenience.,2021-09-03 09:50:33,com.abegapp
451,gp:AOqpTOHMHIGHiWRsUmvCtYlbYIbyQl1934xLkea0hhuFlI2kx2x3qcC5rmxvh_misgb14esiPu8KVY1PioryRA,Prince Tom Diamond,https://play-lh.googleusercontent.com/a-/AOh14GjvuUKenkRuv3vxeOXjH9PzFqTd5MLTiHQlft3tqw,"I jux downloaded dz app now n m trying to create an account but it's not working...it has been saying ""something went wrong"" for d past 1 hour! Can u tell me wats actually wrong???",1,0,3.0.7,2021-09-03 09:30:18,"Hi, apologies for the inconvenience. You may have to install a VPN or connect to a WiFi to access the Abeg app.",2021-09-03 09:51:08,com.abegapp
452,gp:AOqpTOFGgXZTu5nPZYujsp5dzlzGvwte0B-Zv1rijaa1NYSZXsxETL8f7hHcLQ3kJOMsmrEI9Grcf4rjOzjD5g,Joshua Emmanuel,https://play-lh.googleusercontent.com/a-/AOh14GguVn7-V_c4MFP8RmxSsOxTPRJxsRwOvwyiEylF,Awesome app,5,0,3.0.7,2021-09-03 09:20:27,,,com.abegapp
453,gp:AOqpTOG2Jkn4zZKUtNdq5VfiJY8MF5YAlPcnzw4JRyOIy3qnqJ0n5wmPhxZ9RvT3Kzj4hclAhGiP8dqrr1bQgA,Oginni Daniel,https://play-lh.googleusercontent.com/a/AATXAJxS0Yq38ymcp3Vx4frmSnDGPLP3sEy8xfLTb5OL=mo,Its great,5,0,,2021-09-03 09:14:54,,,com.abegapp
454,gp:AOqpTOEXlAn_a9pPeieu4woSSGI01Kq6FgbOmrXgJ9L_q7ZKLOeHSZvbAR6209eoYNahgrjURzak4QoCFGGclw,Madobi Mahmud,https://play-lh.googleusercontent.com/a-/AOh14GjJYnOC9WQcH0cYOpFJdhd7BuKTr309zer8H-mZsg,Scam,1,0,3.0.6,2021-09-03 08:58:31,"Hi, apologies for the inconvenience. We'd be happy to see what happened with your account. Please contact us at hello@abeg.app for further assistance.",2021-09-03 09:50:13,com.abegapp
455,gp:AOqpTOEBQsTqj_HNFSuC5OShcAsFcvruFxg871TJbUMkcvefs7uPdv8R59W0Id5bN0zBc1vogimVRY3ullMMFQ,Donna Metcalf,https://play-lh.googleusercontent.com/a-/AOh14GhHkw4tw8Sz5QvrOg4VGXJ2N9iZok3KpmEh--_c6Q,Great app but I woke up just now and withdrawal are temporarily disabled.... The app is fast and Swift,4,1,3.0.7,2021-09-03 08:43:33,Thank you for your feedback. We are aware of the issue and working to resolve it. Sorry for the inconvenience.,2021-09-03 09:49:19,com.abegapp
456,gp:AOqpTOFLrE3ti8PhjCLkT8YIdXbhQBiuepRX4IjoR05-LS61G81mNG2GPtM68n5TskvAJ48ZMA6IA0wr8D5cjA,Crypto ChayNna,https://play-lh.googleusercontent.com/a-/AOh14Gj68JC3K_Kf1zWGGUJ4SeLFGJE4pQTE7HIzuzjW5A,"The app was working perfectly okay until I placed a withdrawal, I have been waiting for days now yet nothing has dropped in my account and there's no customer care contact details on the app",2,1,3.0.7,2021-09-03 07:36:48,"Hi, we'd love to help you. Please write to hello@abeg.app and our team will help resolve your issue quickly.",2021-09-03 08:29:45,com.abegapp
457,gp:AOqpTOER5-z-k7KGCgch2DPb112h25u3RW9iFqJ0bGI9WmMzIRSIGxXyHEGttiIQNO5dki-n0KuymlJ7Dp-thg,Agu Chinaeme,https://play-lh.googleusercontent.com/a-/AOh14Gjpl9Qt98e9-54fd3iQO9H67YI9IeP8m3BT8g9b,So sweet,5,0,3.0.7,2021-09-03 06:47:40,,,com.abegapp
458,gp:AOqpTOFDsgWeVdF2RSuOm3Vhvcl-MPyBocRR1MYUd66P0WZSWqps6MmGIXEqpln7pbc-Rz46w8q4QesG71vcOw,Arafat Adeoluwa Owonikoko,https://play-lh.googleusercontent.com/a-/AOh14GjLjvDtE2btQSBegeEVcA6dP6KbmzNKGLj1BPpQDQ,I've been trying to buy airtime for the past one month and it just keeps on debiting my abeg without crediting me the airtime,1,1,3.0.7,2021-09-03 04:39:28,Please contact us at hello@abeg.app with a screenshot of the transaction from your app so we can assist you further.,2021-09-03 07:38:36,com.abegapp
459,gp:AOqpTOF3XikCSCoqwqIG57qN1ItSLGXv92Z3aC4VDsg0bdbdT-pLBrOyLJsV9KjYdFy78KoiILGtG7LjvvgZUA,OKAFOR PETER,https://play-lh.googleusercontent.com/a-/AOh14GhCanCdqFav5O5wSnKIXapSWH5BNWqNTjVh9ICikQ,Im trying to create an account but it keeps loading for ages I dont understand,2,0,3.0.7,2021-09-03 01:36:02,"Hi, apologies for the inconvenience. You may need to install a VPN or connect to a WiFi to access the Abeg app.",2021-09-03 02:34:38,com.abegapp
460,gp:AOqpTOGGnWvCO-2rCMD8vlgnEH8tFBLN0h_gNcqLjwEXNZRAI3OO6SeLfz04lucOHbbe9hRtGe9i-DWu_a78vA,Oluwatomiwa Adesokan,https://play-lh.googleusercontent.com/a/AATXAJznigKHSm_AdR0z2EIn6mQK8fajHZ9CV79n9Gq6=mo,I love the app but I don't know why I can't withdraw now. What is happening to the app.,4,1,3.0.7,2021-09-03 00:41:41,Hi. We are aware of this and currently working on resolving this issue. Apologies for the inconvenience.,2021-09-03 02:33:50,com.abegapp
461,gp:AOqpTOEQzP7zfvWJgR2VNokoHYkNlNTyYj5i5slZPmXRuPGA2LSMBA7sR91kHnT4SIvYbrbUQ2ae7XpAl719xA,Hamza Muhammad,https://play-lh.googleusercontent.com/a-/AOh14Gg3qqINp_br5CPJEic1odJTwjqb0iQO2VQBugr3,Thank,5,0,3.0.7,2021-09-02 23:12:08,,,com.abegapp
462,gp:AOqpTOE2-W8mZqnmIp1jLg5fuuyKRLtzHvDiffNfKYpBxREzqjJRIrr5KF9UGSKGjuthjGcAnoLrLvuLsS9r0Q,paschal onyeka,https://play-lh.googleusercontent.com/a-/AOh14Gio-dJzRcRd8ShfKz3LWVlcbdNXjIOb9dStuQX_UA,Nice,5,0,,2021-09-02 21:13:04,,,com.abegapp
463,gp:AOqpTOHiI5zyfiG6CKXjQJ8Widg_l15e1xKFITvXvv61D0lRH2UNtysux6PmAJm9UYKaTBjGVZfDRd7Y9Yk1kg,Seun Angel,https://play-lh.googleusercontent.com/a/AATXAJzkyyiz-v4jlcZZvTKUeIA0l1Mi_8jc5n5sQ5J9=mo,This app is the most stupid app ever created . I added the correct account number and account name but it is still telling me invalid. Try working on it😒,1,0,3.0.7,2021-09-02 21:10:03,"We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via hello@abeg.app and we will be happy to help you further.",2021-09-03 02:25:43,com.abegapp
464,gp:AOqpTOEaJQxf5WGNl5j_Sn6_1_iRkFT6_x89x6WQKsrvlx2R6g00eR4Lwk3Um_vyX1mZpnp-SMZzw_lTYMsWKA,David Mark,https://play-lh.googleusercontent.com/a/AATXAJwufuP15NP-A61KUwhmJD54ebGe5ONitw-vicp8=mo,I'm thinking this app Is one of the best,3,0,,2021-09-02 21:01:03,,,com.abegapp
465,gp:AOqpTOGsUINdxyiq--mt46W8U6MQClsTB1-_cWBr0zcgkJMiFdnz7BejkqWTYfYJBCuoIgKFw8Z9hvDgCNUIgg,Olawale Oluwatosin,https://play-lh.googleusercontent.com/a/AATXAJyVcL1xJfH85F752uoqtaGk72PXQoq07bLJYroW=mo,I have transferred to two accounts registered properly and did not get the #500 as promised only got #1. It's saying no valid withdrawal Bank whereas there is.,1,2,3.0.7,2021-09-02 20:28:45,"Hi, we'd be happy to see what happened with your account. Please contact us at hello@abeg.app.",2021-09-03 02:28:22,com.abegapp
466,gp:AOqpTOG2XoMYqgbrztpLSZUMoxtnuWSnbauVV0HZXOuX3yplA1E296_yNsUKVhHzYgmUGqCbxVUkiABPaWfd2A,Karen Adjeik,https://play-lh.googleusercontent.com/a-/AOh14Gha0Uxa2wZAAuU8N8NlUwH6idywx0l421XL1sGW,Just a question. Can it be used in other countries?,1,0,3.0.7,2021-09-02 20:03:50,"Sorry, Abeg is only available in Nigeria for now.",2021-09-03 02:26:19,com.abegapp
467,gp:AOqpTOHazl_AVKvMlp7uikMVIPkQxHkDml92z2ODcL_5lj4NS7dZrA_y9DK16WbqlIPFJjTkI2AmvNLDgVdOUg,prosper umukoro,https://play-lh.googleusercontent.com/a/AATXAJzkQ5Yn3Frqgqiqb9iUQg3We6KgZ1LZjjMiynDd=mo,"This App is so not reliable as you cannot put your hope on it when the need arise to get your money from it, i was at the petrol station about to withdraw suddenly the App says "" withdrawal is temporary disable"" is there a particular time to withdraw money on this App? Several times this App has failed me each time i want to get my money from it and once i can withdraw now i am done totally with them.",1,0,,2021-09-02 19:33:23,Hi. We are aware of this and currently working on resolving this issue. Apologies for the inconvenience. Please contact us via hello@abeg.app for further assistance.,2021-09-03 02:28:02,com.abegapp
468,gp:AOqpTOHk3NMIQXOBbbX5Lnjvrv3aSGsqOreKLMnm4pWfaGpMe8vy9GcsbvAzpABVXAHnfVer5jSIvejyKL2_Qw,Esther Precious,https://play-lh.googleusercontent.com/a-/AOh14GhtsfoC2wrX-rtxYCPOzxmHrMsbrwN6SeuoFqOt,"I downloaded the app, while creating my account they send my OTP to another number to verify my bvn, so I couldn't continue",1,0,,2021-09-02 18:36:06,"We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via hello@abeg.app and we will be happy to help you further.",2021-09-03 02:26:46,com.abegapp
469,gp:AOqpTOFv6UWnb3PETRg0Ul1QJ47lEmNrxptAYNHoihXVXy_xU_nkru6HCtLSfZ2F3eeDOoeVTKf5u6ke4mBe_A,Babatunde basit,https://play-lh.googleusercontent.com/a/AATXAJwihvDifnTHgWQRrBNRs5Z-ckwKcPd-PSnm50eN=mo,I have not won any Giveaway nut i love it,5,0,3.0.7,2021-09-02 18:18:53,"Hi, giveaways are random selection for winners. Better luck next time 💜",2021-09-03 02:31:33,com.abegapp
470,gp:AOqpTOHHat-sJZl5hWs-NvHuF6xiDAa9nXKnqmNFUCJ16K-VPuaZoYLe0TzWKuQfAXund5Gy63eWyJLdVoYiyw,Joe Agu,https://play-lh.googleusercontent.com/a-/AOh14GgFGDSsd_g71Vrk4tbwCG3_r_BmOhiYwaATEJEXFg,Wow,5,0,,2021-09-02 17:57:45,,,com.abegapp
471,gp:AOqpTOH0xd6yipm5dex_iNOHGfYutSBnRYtgDkogb8xzRjvfaMtfY6CYuTOOA_ktOFaEin-h3xrzC5wGbu3yow,Eyeta victory,https://play-lh.googleusercontent.com/a/AATXAJwToh5gFQLaV-1sxAQvr4Cdtwk7PTKGowvVyO_b=mo,"I can't sign up I downloaded the app two months ago but up till now I can't sign up I don't know what is wrong with the app I even deleted it and redownloaded it from play store, it's still the same story",1,0,3.0.6,2021-09-02 17:00:27,"Hi, apologies for the inconvenience. You may need to install a VPN or connect to a WiFi to access the Abeg app.",2021-09-03 02:32:47,com.abegapp
472,gp:AOqpTOFQm_RSo5skge9Y34VofC4U15AIHnPnijDqODRUnGfZCPdklhqvRC11vrRmMBuE5QrwgtWEEt9gLHngEg,Ebitari Domotimi,https://play-lh.googleusercontent.com/a/AATXAJyiU6G0lJ94BpN1q9ZGrgCx_I4d678NnogUzI2J=mo,I don't understand why can't I withdraw or send money to my bank account???;it's annoying pls fix this am thinking of deleting.,1,0,3.0.7,2021-09-02 16:42:46,Hi. We are aware of this and currently working on resolving this issue. Apologies for the inconvenience.,2021-09-03 02:32:07,com.abegapp
473,gp:AOqpTOFvrvn1bHWlkfZTxgxHbrPcYMx0dFWUrUnB5ZBlA7WMJORMjq-zMmMQHMcGt6YP0lQNQXtTk0Gry0rIeg,nkechi uwah,https://play-lh.googleusercontent.com/a/AATXAJzGKiSRpJYRPGYrXhlBr9niX2i06N9JwiOwF5QI=mo,"Since i downloaded this app. I have never received any money i join give away from morning till night but till today even #1 i have never gotten, am waiting till the end of this month if i still don't receive any thing i will uninstall this app",1,0,3.0.7,2021-09-02 16:06:38,"Hi, giveaways are random selection for winners. Better luck next time 💜",2021-09-03 02:31:05,com.abegapp
